eid,NLL,EV,MSLL,BIC,Skew,Kurtosis
SensorimotorB_DorsalAttnA,-2075.6166159113673,0.07787615719353491,-0.23042118788928417,-4111.277140460165,-0.21775212886593537,0.06128633290743166
SensorimotorB_DorsalAttnB,-1776.7769600798347,0.08800967652190883,-0.15131825865831147,-3513.5978287970997,-0.18943800945361203,-0.4529671198164398
SensorimotorB_VentralAttnA,-1997.5650429987654,0.13907515796326975,-0.07546469460565237,-3955.173994634961,0.042744205774018974,0.2762998985145032
SensorimotorB_VentralAttnB,-1728.50572816157,0.04523508905629059,-0.02213142630972066,-3417.0553649605704,0.004648570619796006,-0.7022175254632407
SensorimotorB_LimbicA,-2945.794235894675,0.0699954470985914,-0.05442140498823529,-5851.63238042678,-0.6689139031512187,1.1083687537571991
SensorimotorB_LimbicB,-3477.8587510425423,0.07024784395813477,-0.042114486409469715,-6915.761594330878,-0.24128982909994667,0.6961849093067529
SensorimotorB_ControlA,-3502.4241779582353,0.10511815468028196,-0.18880711296288785,-6964.892264553901,-0.13856270786303337,0.12674524567569076
SensorimotorB_ControlB,-2454.2898975641847,0.09627225064714307,-0.08525364763196337,-4868.6237037658,0.031523390142976115,-0.26274793411083885
SensorimotorB_ControlC,-2349.0065965574104,0.043951413126784855,-0.08281848846954429,-4658.057101752252,0.15071293964023041,-0.6415494834725688
SensorimotorB_DefaultA,1273.4997951732876,0.11572506526611825,-0.06993622159960394,2586.9556817091448,-0.3631490788668261,0.05647198076424735
SensorimotorB_DefaultB,-1723.2524668318815,0.07994176720882296,-0.1642880299540927,-3406.5488423011934,-0.12142151715502543,-0.031888140427716045
SensorimotorB_DefaultC,-1631.5461895258213,0.06304263998984205,-0.15578107936019198,-3223.136287689073,-0.08883769832126855,-0.3218779375525591
SensorimotorB_TemporalParietal,-947.3668263549312,0.07200280849883767,-0.13931810359164,-1854.7775613472927,0.11019841462053469,-0.16365191474008373
DorsalAttnA_DorsalAttnB,-3273.8790368618575,0.03682568686179777,-0.19271866435758248,-6507.801982361146,-0.06481227063637161,-0.160574999639425
DorsalAttnA_VentralAttnA,-4132.162271459754,0.023125467483108952,-0.26410836668784576,-8224.368451556938,-0.029745339627475997,-0.19173153837178655
DorsalAttnA_VentralAttnB,-3395.17110667636,-0.07211842315404593,-0.08300732376799771,-6750.386121990151,-0.15691909476507276,-0.07402247422656939
DorsalAttnA_LimbicA,-3056.2529809903863,0.010757906413514817,-0.011709156923801313,-6072.549870618203,-0.4387858344001337,0.8554423535902753
DorsalAttnA_LimbicB,-3460.773203866196,0.01832249928529317,0.03938899879425494,-6881.590316369823,0.06952293358761659,0.4237977858288878
DorsalAttnA_ControlA,-1381.2516543462425,0.16637068322768445,-0.0774330766117798,-2722.5472173299154,-0.11571858720890511,-0.16986982725764843
DorsalAttnA_ControlB,-4288.872958522814,-0.007820400877988742,0.007852087965113295,-8537.789825683058,-0.09821788677635841,0.022763186230455538
DorsalAttnA_ControlC,-2794.502399024572,-0.02799586139241117,-0.03814789440867327,-5549.048706686574,0.06608615523568484,-0.055595712336175794
DorsalAttnA_DefaultA,-25.661596176563762,0.10195366836927999,-0.1494821429615095,-11.367100990557958,-0.12900571327062765,-0.3872774027269726
DorsalAttnA_DefaultB,-1970.6137706742102,0.16208878019206407,-0.09284768119018802,-3901.2714499858507,-0.2792918552164313,0.43720741640007826
DorsalAttnA_DefaultC,-1205.6074483248558,0.10079299149638077,-0.1264821374762019,-2371.258805287142,-0.17478357420829244,-0.13494730219690607
DorsalAttnA_TemporalParietal,-977.8136064993378,0.047311282800218235,-0.17204223543392766,-1915.671121636106,-0.09464244415472182,0.007825281720513715
DorsalAttnB_VentralAttnA,-4624.329280633432,0.057572211819594044,-0.05803558523700735,-9208.702469904294,-0.0998192673143142,0.07951106004714739
DorsalAttnB_VentralAttnB,-2765.0669262532556,-0.01153899526257507,-0.011998751266888761,-5490.177761143942,-0.3603488745893996,0.08233283504630623
DorsalAttnB_LimbicA,-2489.51851898532,0.01064374914028543,0.007066605219985084,-4939.080946608071,-0.3027212134080778,0.540203160021033
DorsalAttnB_LimbicB,-2591.3443383121194,0.03921947784447233,-0.00023465283936160858,-5142.73258526167,0.1388914885868718,-0.07682939954003588
DorsalAttnB_ControlA,-2070.7614275220913,0.15065666912595543,-0.10570268039861055,-4101.566763681613,-0.1450058695380747,-0.35949309313249384
DorsalAttnB_ControlB,-3594.357325698409,0.043830031939969594,-0.045397383532833784,-7148.758560034249,-0.3523432784864509,1.0771959055912763
DorsalAttnB_ControlC,-2428.367131934251,0.03672715680488059,-0.059354596466047044,-4816.778172505933,-0.13801367873215628,-0.27523212578330175
DorsalAttnB_DefaultA,547.2929919080088,0.08925551199569892,-0.11248451137988534,1134.5420751785873,-0.13602540796865506,-0.4168472700011771
DorsalAttnB_DefaultB,-1451.5426437031892,0.12108680819034201,-0.07271178909863624,-2863.129196043809,-0.11450471842402933,0.04604761754160819
DorsalAttnB_DefaultC,-368.40070736641326,0.11828601858456067,-0.13262991533385557,-696.8453233702569,0.0168704461818989,-0.10534301631623172
DorsalAttnB_TemporalParietal,64.17500497656692,0.07111002941743605,-0.12084385413694274,168.30610131570342,0.29945651183640615,0.33922555341313837
VentralAttnA_VentralAttnB,-3691.5747918262205,0.037681524617164563,0.007927714419370843,-7343.193492289872,-0.05458902714648758,-0.23783631831259533
VentralAttnA_LimbicA,-2938.161159692444,0.04052454465538147,-0.015560713806599014,-5836.366228022319,-0.2909124199462005,0.7612105728236269
VentralAttnA_LimbicB,-1955.0252293740123,0.053240803574819195,-0.0412684724321509,-3870.094367385455,-0.011957272628984023,0.11498636676869381
VentralAttnA_ControlA,-2119.7294368036564,0.12073959007666513,-0.1546941173541494,-4199.502782244744,-0.09473043221284301,0.20903055924929267
VentralAttnA_ControlB,-1948.5778407932812,0.09550060433471186,-0.07245015235842595,-3857.199590223993,0.1416650897367998,-0.12975378800602988
VentralAttnA_ControlC,-1268.4444969207257,0.07863100283780733,-0.08020901838061598,-2496.9329024788817,0.22728431667715254,-0.20250271483090662
VentralAttnA_DefaultA,1203.0110364606826,0.1071940505372857,-0.06039802823817778,2445.978164283935,-0.23121424581650069,0.3690564430345392
VentralAttnA_DefaultB,-43.564499573818466,0.09368123968720798,-0.11972626244726922,-47.172907785067366,-0.07357441294999843,0.35005731384095357
VentralAttnA_DefaultC,1386.1552029557051,0.09473603242308459,-0.10844934035274253,2812.26649727398,0.1613391641452329,0.012110221663523418
VentralAttnA_TemporalParietal,669.5050128411931,0.08456757516893354,-0.09946437107230674,1378.9661170449558,0.3012390729704207,0.6527922143857326
VentralAttnB_LimbicA,-3777.633100763786,0.04378248060421164,-0.060086901433097965,-7515.310110165003,-0.2751985245476758,0.8925999705882807
VentralAttnB_LimbicB,-1992.601870987433,0.14870071293079679,-0.10767783213124389,-3945.247650612296,0.08337548813191961,0.2540253036855331
VentralAttnB_ControlA,-3145.4446276691715,0.04391026139216958,-0.07447265916070403,-6250.933163975774,-0.1005203915896669,0.025250505836022317
VentralAttnB_ControlB,-2267.6720340259017,0.10141957649103417,-0.05195595655353798,-4495.387976689234,-0.12509709622683365,0.20682156943070126
VentralAttnB_ControlC,-1075.7425434737934,0.09884427956589392,-0.05342552485353101,-2111.528995585017,0.055553620099582667,-0.2765087086779403
VentralAttnB_DefaultA,-666.7347602847076,-0.017519746099209588,0.021456267188385978,-1293.5134292068456,0.2255229726383299,0.3225898878095908
VentralAttnB_DefaultB,-2124.5895893794004,0.07092381295337857,-0.07714586335648295,-4209.223087396232,-0.23953176421585332,0.29857463396974765
VentralAttnB_DefaultC,581.2611706490343,0.13205831960006975,-0.09934776751708801,1202.4784326606382,0.019652753720175713,0.03248219874487825
VentralAttnB_TemporalParietal,-343.7063013811203,0.059488469583346415,-0.0649245283518837,-647.456511399671,0.15441955353443113,0.5718019776589787
LimbicA_LimbicB,-3624.8549188416882,0.15961540105258987,-0.16503041662888948,-7209.753746320807,-1.7535831880252475,8.563142897734135
LimbicA_ControlA,-5855.176558878382,0.03983853349290567,-0.04598652631096806,-11670.397026394194,-0.21395602248956902,0.2357754904645966
LimbicA_ControlB,-4030.698156252637,0.02827760701354276,0.019041270869191624,-8021.440221142705,-0.3101140655981908,0.007047961103943758
LimbicA_ControlC,-4508.193412903542,0.0629651160049689,0.021095191679109757,-8976.430734444513,-1.1206110854821782,3.683613758192917
LimbicA_DefaultA,-3022.4295498531455,0.08964207153011094,-0.1453295032749,-6004.903008343722,-0.499971756757888,1.1278769167450426
LimbicA_DefaultB,-5321.546752269976,0.09962948942419692,0.14004032918829043,-10603.137413177383,-0.5873924374558418,2.4042843239127194
LimbicA_DefaultC,-5617.913364145616,0.10814127351442882,-0.1976953066594663,-11195.870636928661,-0.5977627923443684,1.2584677412647605
LimbicA_TemporalParietal,-4746.071688318114,0.1663328020806103,-0.1708544779601043,-9452.187285273658,-0.4468837218773221,1.5012507494192269
LimbicB_ControlA,-5343.590393871671,0.06890701308862779,0.04692591355413522,-10647.224879989137,-0.08932937913220386,0.19272646325833784
LimbicB_ControlB,-3552.299162065887,0.06375313746635725,0.05316146587025729,-7064.642232769204,0.11735893275795034,0.39130761804488234
LimbicB_ControlC,-2858.9842197560056,0.18742985490858222,-0.12111635980810946,-5678.012348149442,-0.06267368835262167,0.08149605080712144
LimbicB_DefaultA,-3753.5251960192545,0.1240961843392594,-0.026506308205560783,-7467.094484284303,-0.13851458620146131,0.17825281242450947
LimbicB_DefaultB,-5410.0011443122385,0.14157447959064362,-0.05869444628565419,-10780.046380870272,-0.1828220903377903,0.2543619435531691
LimbicB_DefaultC,-3328.7109260547422,0.2673121353876188,-0.19166598397400125,-6617.465760746915,-0.32111019234484367,-0.2722251094929353
LimbicB_TemporalParietal,-2045.1229029808405,0.24988632163757407,-0.13016826008892998,-4050.2897145991114,-0.06022921534934931,0.4301223826291114
ControlA_ControlB,-2679.2145848797736,0.12793884028605595,-0.03233867365104288,-5318.473078396978,-0.11521312594824547,-0.3851295289571325
ControlA_ControlC,-4597.136247590484,0.0691812907695285,0.03241700716416555,-9154.316403818399,0.09353292669024815,-0.3458030776191035
ControlA_DefaultA,-2591.148032562445,0.09834357239704927,-0.08558088652537842,-5142.339973762321,-0.35887144001735416,0.875649466409332
ControlA_DefaultB,-3817.247422796783,0.11022114045859643,-0.04374464457063648,-7594.538754230997,0.09404519596770913,-0.15540276782832943
ControlA_DefaultC,-1169.6220938865517,0.02392656398894588,0.012696257159786018,-2299.288096410534,-0.24661622893850374,0.12178811181171048
ControlA_TemporalParietal,-2645.364239806453,0.05256203235325663,-0.04383572544670789,-5250.772388250337,-0.1314306239515962,0.4378960063147638
ControlB_ControlC,-2839.61241128455,0.04964507503580451,-0.027580075030789214,-5639.268731206531,-0.3719982691476365,0.5072769120759782
ControlB_DefaultA,-392.6203616847033,0.10034287721279767,-0.03350905779504167,-745.284632006837,0.023580980548049496,-0.19036840675087952
ControlB_DefaultB,-2836.7533923506053,0.16508935955418902,-0.07623919062369448,-5633.550693338641,-0.1642225159887606,0.25859521746542713
ControlB_DefaultC,-143.38469636585205,0.15406426694118724,-0.06297919285797575,-246.81330136913454,-0.1512396905662137,0.43459934142149154
ControlB_TemporalParietal,3.0635848280608116,0.09103838468450165,-0.032704730011905596,46.08326101869119,0.042031899479914696,0.4930876164323407
ControlC_DefaultA,-1505.1363140452977,0.021095981018476984,-0.03105218565677425,-2970.3165367280258,-0.01708071214273622,-0.21049468145420455
ControlC_DefaultB,-5000.451087662685,0.06072440100140164,-0.03547479513443735,-9960.9460839628,-0.015156634313375715,0.0579395926304139
ControlC_DefaultC,-2380.195334199376,0.17321656669287644,-0.07267408731975633,-4720.434577036182,-0.15459158251619542,0.21496264923318573
ControlC_TemporalParietal,-2194.8960149871896,0.07821656616158201,-0.003333992891423817,-4349.83593861181,-0.1721385295392826,-0.00778058287597942
DefaultA_DefaultB,-1166.1004542721057,0.1291205737603024,-0.0548599316869958,-2292.244817181642,-0.11155162970516232,0.07792299958371161
DefaultA_DefaultC,-1042.8859838927528,0.06016054873559107,-0.0435442186190281,-2045.815876422936,-0.10124671687463092,-0.018731613174429746
DefaultA_TemporalParietal,-444.2892529306722,0.03588325207626242,-0.09953071878060181,-848.6224144987748,-0.02281487777418295,-0.15838032104555064
DefaultB_DefaultC,-2625.8987710660876,0.008342862616746993,0.01876101034281162,-5211.841450769606,-0.3394966101674095,0.42751172365084755
DefaultB_TemporalParietal,-2214.428986563318,0.07714617063848772,-0.053494869584792555,-4388.901881764067,-0.020310101780475133,-0.2661705356697958
DefaultC_TemporalParietal,-3658.645246578504,0.17986371193064,-0.07531284849345063,-7277.334401794439,-0.1402532079013313,0.40735875735094845
