participant_id,age,sex,site
sub-NDARINVYFF4TYWM,9.0,1,site10
sub-NDARINVYFGJBRCE,9.666667,1,site11
sub-NDARINVYFGMFGYJ,10.16667,0,site06
sub-NDARINVYFMUX7R3,10.75,0,site16
sub-NDARINVYFRHV339,9.833333,0,site11
sub-NDARINVYFT16CPZ,10.83333,0,site05
sub-NDARINVYFW25B6F,9.583333,1,site03
sub-NDARINVYFW72521,9.833333,1,site14
sub-NDARINVYG5DUTT0,9.0,0,site04
sub-NDARINVYGA22KK4,9.833333,0,site15
sub-NDARINVYGBUZKCW,9.0,0,site17
sub-NDARINVYGMBFN9H,10.91667,1,site11
sub-NDARINVYGPAVGFJ,9.083333,1,site16
sub-NDARINVYH3BPP7A,10.83333,1,site10
sub-NDARINVYH8W7XH2,9.083333,0,site01
sub-NDARINVYHAF0YYH,10.66667,0,site21
sub-NDARINVYHC8PGG9,9.25,1,site18
sub-NDARINVYHF5V604,9.166667,0,site13
sub-NDARINVYHJA3NXM,10.33333,1,site19
sub-NDARINVYHJRWF2C,10.41667,1,site15
sub-NDARINVYHMMV4AC,9.666667,0,site22
sub-NDARINVYHYPL0GU,9.25,0,site07
sub-NDARINVYJ7PYHV7,10.75,1,site01
sub-NDARINVYJA9K9F8,9.583333,0,site14
sub-NDARINVYJAFABD8,9.916667,0,site14
sub-NDARINVYJDWCMJA,9.166667,1,site03
sub-NDARINVYJETWGU1,9.416667,0,site18
sub-NDARINVYJG0V5F9,9.666667,1,site09
sub-NDARINVYJHDGNJN,9.5,0,site15
sub-NDARINVYJL7Y7CB,9.083333,1,site04
sub-NDARINVYJN69PPX,10.0,1,site21
sub-NDARINVYJPCD59K,10.08333,1,site03
sub-NDARINVYK0U3CPA,9.75,1,site03
sub-NDARINVYK2J75TH,9.75,1,site19
sub-NDARINVYKFPYD54,9.083333,1,site17
sub-NDARINVYKVPYY2M,9.5,1,site21
sub-NDARINVYL42LJHV,9.416667,0,site15
sub-NDARINVYLKWWGJ2,10.5,0,site05
sub-NDARINVYLMRXPYA,10.16667,0,site19
sub-NDARINVYLNHN7LR,10.33333,1,site11
sub-NDARINVYLNRHT83,10.41667,1,site16
sub-NDARINVYLNVG3N7,10.75,1,site11
sub-NDARINVYLR06LF1,10.91667,1,site14
sub-NDARINVYLR246GE,10.33333,0,site09
sub-NDARINVYM29ZAGR,9.083333,1,site16
sub-NDARINVYM2Y11M1,10.91667,1,site16
sub-NDARINVYM6A1LU9,10.0,0,site15
sub-NDARINVYM9J1XYN,10.33333,0,site20
sub-NDARINVYMAZAYYB,9.833333,0,site05
sub-NDARINVYME882GP,9.0,1,site11
sub-NDARINVYMG44FLN,10.25,1,site18
sub-NDARINVYMMRDKJW,10.41667,0,site04
sub-NDARINVYN1N2HYA,10.91667,0,site14
sub-NDARINVYN4CXY1B,10.08333,1,site20
sub-NDARINVYN5MT0RT,10.5,1,site03
sub-NDARINVYN5P4E5V,10.08333,1,site20
sub-NDARINVYNANG2B0,9.416667,1,site10
sub-NDARINVYNCHCTAD,10.25,0,site12
sub-NDARINVYNP2D1XF,10.41667,0,site02
sub-NDARINVYNUX7UZJ,9.583333,1,site05
sub-NDARINVYP13X9BR,10.5,1,site14
sub-NDARINVYP9TDUUM,9.333333,0,site10
sub-NDARINVYPJK6AC5,9.666667,1,site16
sub-NDARINVYPZAV10C,9.0,1,site11
sub-NDARINVYR1LYX8E,10.16667,0,site20
sub-NDARINVYRBADWT5,9.583333,0,site10
sub-NDARINVYRRPGLF4,9.916667,0,site19
sub-NDARINVYRVP8LV1,9.166667,0,site16
sub-NDARINVYRW56GJ2,9.0,1,site02
sub-NDARINVYRZULCBY,10.16667,1,site20
sub-NDARINVYT2MVJEZ,9.916667,0,site19
sub-NDARINVYT6917JX,9.583333,1,site14
sub-NDARINVYTCUVJY1,10.25,1,site17
sub-NDARINVYTH97JCP,9.666667,1,site08
sub-NDARINVYTJ92RU3,10.75,1,site06
sub-NDARINVYTKHPZDU,9.5,1,site20
sub-NDARINVYTMYEX1N,9.583333,1,site15
sub-NDARINVYTRMF19U,10.66667,0,site19
sub-NDARINVYTVCUEA2,9.666667,1,site13
sub-NDARINVYTX6A82H,10.08333,1,site16
sub-NDARINVYU20X3EV,9.5,0,site19
sub-NDARINVYU25EC7F,10.66667,0,site08
sub-NDARINVYU3FUA3E,9.666667,1,site10
sub-NDARINVYU7KURNA,9.416667,0,site19
sub-NDARINVYU8GX8G7,9.083333,1,site16
sub-NDARINVYUKDPT70,10.16667,1,site21
sub-NDARINVYULP6MEY,10.0,0,site15
sub-NDARINVYUPPEV2G,10.83333,1,site19
sub-NDARINVYUTY0RGD,9.083333,0,site13
sub-NDARINVYUWW46LM,9.0,1,site11
sub-NDARINVYV7R5H1E,10.5,0,site02
sub-NDARINVYVBB6F87,10.16667,1,site13
sub-NDARINVYVCJPTME,9.5,0,site12
sub-NDARINVYVJATKX1,10.5,0,site16
sub-NDARINVYVMG87GD,10.0,1,site14
sub-NDARINVYVTDJF8M,10.75,1,site08
sub-NDARINVYVVMMD41,9.25,0,site12
sub-NDARINVYVZBEAW7,10.83333,1,site03
sub-NDARINVYW0U0JWC,9.416667,1,site15
sub-NDARINVYW440F27,9.0,1,site17
sub-NDARINVYW9MFMW8,10.91667,0,site16
sub-NDARINVYWCJTCBW,10.5,1,site10
sub-NDARINVYWEY5YL9,9.833333,0,site08
sub-NDARINVYWZBJ786,9.5,1,site01
sub-NDARINVYX6643N8,9.416667,0,site03
sub-NDARINVYX7ADDMR,10.0,0,site06
sub-NDARINVYXATK265,10.83333,0,site06
sub-NDARINVYXB3EL5M,10.58333,1,site19
sub-NDARINVYXFTUKDF,10.16667,1,site14
sub-NDARINVYXGKVZAY,9.333333,1,site14
sub-NDARINVYXHBN74V,10.08333,0,site16
sub-NDARINVYXMFACD7,10.33333,0,site13
sub-NDARINVYXNKFKFV,9.083333,1,site07
sub-NDARINVYXRGTMYM,9.083333,1,site16
sub-NDARINVYXVML8U8,9.416667,1,site11
sub-NDARINVYY0HHPV2,9.0,1,site06
sub-NDARINVYY5C98J4,9.0,0,site06
sub-NDARINVYY60EGDK,9.0,1,site04
sub-NDARINVYY9NRYW2,9.0,0,site11
sub-NDARINVYYA36DVL,9.583333,1,site09
sub-NDARINVYYBL28AM,10.58333,1,site21
sub-NDARINVYYFU8FM4,10.5,0,site03
sub-NDARINVYZ0U1DGC,10.58333,1,site16
sub-NDARINVYZ0ZBG85,9.916667,1,site16
sub-NDARINVYZ353ZBM,9.083333,0,site13
sub-NDARINVYZFMM6MW,10.66667,1,site19
sub-NDARINVYZGRYL84,10.83333,1,site16
sub-NDARINVYZJRWG4A,9.416667,0,site15
sub-NDARINVYZMY8DH5,10.58333,0,site13
sub-NDARINVYZPP72NK,10.0,0,site20
sub-NDARINVYZURN14T,10.83333,1,site06
sub-NDARINVYZZDEXDF,9.916667,0,site17
sub-NDARINVZ02PLW9B,9.75,1,site14
sub-NDARINVZ04GJXZA,10.33333,1,site20
sub-NDARINVZ0A9V1XA,9.333333,0,site03
sub-NDARINVZ0FPZPLP,10.75,0,site19
sub-NDARINVZ0LTAG73,9.833333,1,site13
sub-NDARINVZ0M0689M,9.916667,1,site21
sub-NDARINVZ0MP06TT,9.25,1,site16
sub-NDARINVZ0MXU52L,9.0,0,site02
sub-NDARINVZ0NPTXMB,10.58333,1,site11
sub-NDARINVZ0RUM99Y,10.75,1,site18
sub-NDARINVZ0TL0G08,10.08333,0,site21
sub-NDARINVZ13L3UWX,10.83333,0,site14
sub-NDARINVZ174YN3F,10.5,1,site21
sub-NDARINVZ1A6W085,9.583333,0,site07
sub-NDARINVZ1B2P1NH,9.666667,0,site21
sub-NDARINVZ1GFV0R4,10.5,1,site15
sub-NDARINVZ1KX2326,10.91667,1,site21
sub-NDARINVZ1MCJXCG,10.25,0,site08
sub-NDARINVZ1V6MUBA,10.08333,1,site19
sub-NDARINVZ1WNHT63,10.08333,0,site04
sub-NDARINVZ1WUT8NP,9.583333,0,site17
sub-NDARINVZ1WZW3KT,10.75,1,site03
sub-NDARINVZ1Z285F2,10.66667,1,site11
sub-NDARINVZ20Z6JR3,10.33333,0,site14
sub-NDARINVZ2BXG0C8,9.583333,1,site21
sub-NDARINVZ2E8YJN2,10.91667,1,site02
sub-NDARINVZ2GYNC07,9.75,0,site08
sub-NDARINVZ2KNBAKB,9.0,0,site08
sub-NDARINVZ2REMPTW,9.083333,1,site03
sub-NDARINVZ3638RYW,10.41667,1,site10
sub-NDARINVZ3GEL92W,9.083333,0,site04
sub-NDARINVZ3N5A33N,9.25,0,site04
sub-NDARINVZ3XXUKWN,9.75,1,site02
sub-NDARINVZ48CAXH5,9.25,1,site05
sub-NDARINVZ48R1346,10.66667,0,site16
sub-NDARINVZ49U1FM4,9.25,1,site04
sub-NDARINVZ49WE025,9.166667,1,site08
sub-NDARINVZ4CLR1NX,9.083333,1,site04
sub-NDARINVZ4DPYEX3,10.16667,0,site14
sub-NDARINVZ4EUPN6C,9.25,1,site09
sub-NDARINVZ4KYLWJA,9.666667,0,site03
sub-NDARINVZ4LY1E6P,9.5,0,site13
sub-NDARINVZ4N65WJT,10.08333,1,site16
sub-NDARINVZ4NNCTMH,10.41667,0,site02
sub-NDARINVZ4PPRCB7,10.75,1,site07
sub-NDARINVZ4V1KGHH,10.41667,0,site10
sub-NDARINVZ4X8D1A7,9.5,1,site15
sub-NDARINVZ50CTJG9,10.83333,0,site18
sub-NDARINVZ547MN37,9.916667,0,site20
sub-NDARINVZ57MX5UG,10.66667,1,site13
sub-NDARINVZ5BHJRP7,10.66667,0,site19
sub-NDARINVZ5DDK4LH,10.33333,0,site02
sub-NDARINVZ5G203VB,9.5,1,site01
sub-NDARINVZ5M1W790,9.166667,0,site04
sub-NDARINVZ62Y3LZB,10.5,1,site17
sub-NDARINVZ63TBU5N,9.583333,0,site09
sub-NDARINVZ64AP7YC,10.08333,0,site01
sub-NDARINVZ658LRCT,10.08333,1,site03
sub-NDARINVZ6950R7M,9.5,0,site19
sub-NDARINVZ6C6W2MX,10.25,0,site15
sub-NDARINVZ6EXYCV3,9.0,0,site10
sub-NDARINVZ6FGXNPH,9.166667,1,site01
sub-NDARINVZ6TDLDW8,10.58333,0,site03
sub-NDARINVZ6W66EFM,9.5,1,site11
sub-NDARINVZ6X7VT6J,10.91667,1,site09
sub-NDARINVZ6Z9DP4H,10.08333,0,site02
sub-NDARINVZ6ZN350N,9.666667,0,site03
sub-NDARINVZ6ZWJ1W6,9.083333,1,site16
sub-NDARINVZ70RKK51,10.91667,1,site12
sub-NDARINVZ730VLUZ,10.5,0,site19
sub-NDARINVZ76CGDX4,10.33333,1,site08
sub-NDARINVZ7FR6UCT,9.583333,0,site10
sub-NDARINVZ85UEYE5,10.08333,0,site11
sub-NDARINVZ88J0G50,9.25,1,site17
sub-NDARINVZ8JNGWDY,9.25,0,site07
sub-NDARINVZ8JVVCW2,10.41667,0,site21
sub-NDARINVZ8P3EEK3,10.66667,0,site03
sub-NDARINVZ8U8TUHJ,9.416667,0,site03
sub-NDARINVZ8YBJ2LX,9.083333,0,site06
sub-NDARINVZ8ZP1RDT,9.25,1,site06
sub-NDARINVZ908M6V0,9.0,0,site04
sub-NDARINVZ90Z4BH0,9.0,0,site16
sub-NDARINVZ95YA2ZB,9.75,0,site03
sub-NDARINVZ96BPL0Y,9.5,1,site20
sub-NDARINVZ96PL9LM,9.75,0,site21
sub-NDARINVZ9788MGY,10.41667,1,site07
sub-NDARINVZ9CR6U8L,9.75,1,site21
sub-NDARINVZ9DDWGHW,9.25,1,site08
sub-NDARINVZ9DEWNVF,9.916667,0,site13
sub-NDARINVZ9JJMKT5,9.0,0,site08
sub-NDARINVZ9T3MCZC,10.75,0,site09
sub-NDARINVZ9U6GT0L,10.25,0,site02
sub-NDARINVZA2HPC0L,9.0,0,site21
sub-NDARINVZAM3Y6FN,10.33333,0,site07
sub-NDARINVZB0WCRDU,9.5,0,site20
sub-NDARINVZB2K7UMG,9.416667,1,site18
sub-NDARINVZBALX84G,10.08333,0,site21
sub-NDARINVZBAP2DZ2,10.5,1,site13
sub-NDARINVZBC07FC4,10.5,0,site20
sub-NDARINVZBH4VPZJ,10.75,0,site18
sub-NDARINVZC64FXGK,9.166667,1,site16
sub-NDARINVZC6LB4FJ,9.75,0,site05
sub-NDARINVZCA261ZR,10.83333,0,site18
sub-NDARINVZCCLLLCW,9.666667,1,site11
sub-NDARINVZCCYZY0V,10.25,1,site16
sub-NDARINVZCDF5310,10.58333,0,site20
sub-NDARINVZCF2KY2L,10.75,0,site14
sub-NDARINVZCG5V8NV,10.91667,1,site17
sub-NDARINVZCGL10MP,10.91667,1,site14
sub-NDARINVZCZPNBKW,9.5,0,site17
sub-NDARINVZD57Y0V7,10.83333,0,site12
sub-NDARINVZDC9G098,9.583333,1,site02
sub-NDARINVZDH7P33G,9.333333,1,site14
sub-NDARINVZDHYHJKH,9.0,1,site10
sub-NDARINVZDLAWZZL,10.5,0,site14
sub-NDARINVZDM6F0BD,9.75,1,site06
sub-NDARINVZDYWHP34,9.916667,0,site10
sub-NDARINVZE3C6X7E,10.0,1,site14
sub-NDARINVZE3L2GCN,9.083333,0,site16
sub-NDARINVZE514MKM,9.083333,1,site06
sub-NDARINVZEAB7J9G,9.083333,1,site17
sub-NDARINVZEAUYCZF,10.5,0,site10
sub-NDARINVZEB043HN,10.66667,0,site13
sub-NDARINVZEJE1N0G,9.5,1,site19
sub-NDARINVZEKA1L7D,9.666667,1,site13
sub-NDARINVZEL29M7N,10.0,1,site06
sub-NDARINVZEM4HFRB,10.66667,0,site11
sub-NDARINVZER4ED76,9.833333,0,site11
sub-NDARINVZEV3PCPL,9.583333,1,site19
sub-NDARINVZEVDMJ6J,10.25,1,site04
sub-NDARINVZEYJBE3G,10.0,1,site13
sub-NDARINVZF1WFHR3,10.0,1,site14
sub-NDARINVZF36X5F8,9.833333,1,site04
sub-NDARINVZF3VJWAN,10.5,1,site19
sub-NDARINVZF82Z2N1,10.58333,1,site06
sub-NDARINVZF8VDCAF,10.25,0,site20
sub-NDARINVZFDNX6CV,9.666667,0,site06
sub-NDARINVZFG1AXUD,10.66667,1,site02
sub-NDARINVZFGRP1V9,10.16667,1,site19
sub-NDARINVZFGU643V,9.416667,1,site16
sub-NDARINVZFGXB7E3,9.416667,1,site07
sub-NDARINVZFYGCHKB,9.0,1,site13
sub-NDARINVZG3E0W8V,9.666667,1,site07
sub-NDARINVZG4U8G7X,9.25,1,site04
sub-NDARINVZG6365BX,10.75,1,site06
sub-NDARINVZGDMXH98,9.5,1,site13
sub-NDARINVZGLD1V00,9.166667,1,site07
sub-NDARINVZGN4JGDT,10.33333,1,site18
sub-NDARINVZGWMJWB5,9.583333,0,site04
sub-NDARINVZH1A3UUP,10.41667,1,site17
sub-NDARINVZH7LD600,10.08333,0,site16
sub-NDARINVZHCK39Y1,10.16667,1,site11
sub-NDARINVZHF0XGK3,10.33333,0,site06
sub-NDARINVZHZZXCM0,10.0,0,site06
sub-NDARINVZJ1WJ57J,10.25,0,site14
sub-NDARINVZJ20GK9R,10.91667,1,site08
sub-NDARINVZJ7AEU7T,9.583333,1,site02
sub-NDARINVZJ8TBWKJ,9.333333,1,site21
sub-NDARINVZJB6P8ZB,9.416667,1,site18
sub-NDARINVZJBZTB64,9.0,0,site09
sub-NDARINVZJD4XU1U,10.33333,0,site01
sub-NDARINVZJEG08WY,10.91667,0,site02
sub-NDARINVZJHF566H,9.416667,0,site16
sub-NDARINVZJKN66UT,9.666667,1,site03
sub-NDARINVZJM8LDU8,10.33333,1,site06
sub-NDARINVZJPA44D2,9.75,1,site20
sub-NDARINVZJUBWF3F,10.25,0,site20
sub-NDARINVZJV3HZEF,9.916667,1,site04
sub-NDARINVZJYGP0WE,10.83333,0,site16
sub-NDARINVZK4B9G7W,9.666667,1,site16
sub-NDARINVZK8052MG,10.83333,0,site16
sub-NDARINVZKG5FH02,10.41667,0,site05
sub-NDARINVZKJXBJMM,9.083333,0,site16
sub-NDARINVZKP2G8H4,9.75,1,site07
sub-NDARINVZKT1BV8Y,9.5,0,site14
sub-NDARINVZKYLLADV,10.0,1,site16
sub-NDARINVZL4VD4CA,9.083333,0,site17
sub-NDARINVZL6CFV5G,9.666667,0,site19
sub-NDARINVZL9DL58E,9.833333,0,site19
sub-NDARINVZLCAR3MP,9.083333,1,site03
sub-NDARINVZLD0PANU,10.91667,0,site09
sub-NDARINVZLEFF9ZA,10.5,1,site03
sub-NDARINVZLG67H4Z,10.33333,1,site02
sub-NDARINVZLL8B2MA,9.5,0,site02
sub-NDARINVZLP46GRP,10.58333,1,site20
sub-NDARINVZLT8VVFT,10.5,1,site11
sub-NDARINVZM2Y9JCA,9.833333,1,site03
sub-NDARINVZM3MAF8B,9.666667,1,site17
sub-NDARINVZM7EZFZF,9.583333,1,site07
sub-NDARINVZMACPUER,9.0,1,site09
sub-NDARINVZMB15684,10.16667,1,site13
sub-NDARINVZMMCVRWG,10.0,1,site16
sub-NDARINVZMVK0FMA,10.91667,0,site06
sub-NDARINVZMWM1Y06,9.083333,1,site13
sub-NDARINVZMZKERHD,10.66667,0,site19
sub-NDARINVZN4F9J96,9.166667,1,site06
sub-NDARINVZN79XCAX,9.25,1,site08
sub-NDARINVZN9E45NT,10.75,0,site15
sub-NDARINVZN9E7J06,9.0,1,site16
sub-NDARINVZNBBEXEJ,10.08333,1,site17
sub-NDARINVZNJ9JYKC,9.416667,0,site20
sub-NDARINVZNN6JK3K,10.33333,0,site20
sub-NDARINVZNTJH2GT,10.91667,0,site11
sub-NDARINVZNW7Y6R1,9.666667,0,site10
sub-NDARINVZP06U57U,10.41667,1,site09
sub-NDARINVZP36MY9W,10.58333,0,site01
sub-NDARINVZP45TZD9,10.58333,0,site21
sub-NDARINVZP49GXF4,9.0,1,site03
sub-NDARINVZPE7604M,10.0,1,site15
sub-NDARINVZPEYC15U,9.666667,1,site09
sub-NDARINVZPR155DG,9.0,0,site03
sub-NDARINVZPTGXKT8,10.0,1,site16
sub-NDARINVZR16R6Y3,10.75,1,site16
sub-NDARINVZR6EGY61,10.33333,0,site03
sub-NDARINVZR9NMJBR,9.166667,1,site02
sub-NDARINVZRABEXLZ,9.166667,1,site06
sub-NDARINVZRBMFHKB,10.08333,1,site21
sub-NDARINVZRDZ2V00,9.416667,0,site20
sub-NDARINVZRHTXMXD,9.916667,1,site09
sub-NDARINVZRKWPYJL,10.91667,0,site06
sub-NDARINVZRLLR2ZX,10.66667,0,site15
sub-NDARINVZRR4D9LW,10.33333,1,site21
sub-NDARINVZT1J0KUC,10.0,0,site03
sub-NDARINVZT34GNRB,9.833333,0,site13
sub-NDARINVZT7CGM7G,9.25,0,site07
sub-NDARINVZTA7JACL,9.0,0,site16
sub-NDARINVZTEBGFLA,9.416667,0,site17
sub-NDARINVZTHGEAWM,9.916667,1,site19
sub-NDARINVZTN5R70A,9.0,0,site21
sub-NDARINVZTPV9V4Z,10.33333,0,site16
sub-NDARINVZTTGYL51,10.41667,0,site09
sub-NDARINVZTWTFU2A,10.33333,0,site04
sub-NDARINVZTZAZ984,9.25,0,site08
sub-NDARINVZU3J1NFC,9.75,0,site17
sub-NDARINVZU422XFY,10.91667,1,site19
sub-NDARINVZU6F3PY8,10.83333,0,site05
sub-NDARINVZU8PLK49,9.25,0,site07
sub-NDARINVZUDPGDWJ,9.583333,0,site05
sub-NDARINVZUGVEHNK,10.66667,1,site20
sub-NDARINVZUJYFZPW,10.91667,0,site02
sub-NDARINVZUKTAC4W,9.083333,1,site07
sub-NDARINVZUN3P64X,10.66667,0,site21
sub-NDARINVZUXHPX3N,9.0,0,site17
sub-NDARINVZV4EUGNG,9.083333,1,site09
sub-NDARINVZV54BWRE,9.833333,1,site20
sub-NDARINVZV8YW4NC,10.58333,0,site05
sub-NDARINVZVD13ZMG,10.16667,0,site01
sub-NDARINVZVGAMFG7,9.916667,0,site08
sub-NDARINVZVNYXUNB,10.25,1,site09
sub-NDARINVZVW3HKWN,10.91667,1,site19
sub-NDARINVZVYCX57J,9.666667,1,site20
sub-NDARINVZW88GN71,10.41667,1,site19
sub-NDARINVZW8G4W5A,10.33333,1,site12
sub-NDARINVZW8RB8PN,9.0,0,site11
sub-NDARINVZWAPL39H,10.91667,0,site14
sub-NDARINVZWE6CD6Y,10.08333,1,site13
sub-NDARINVZWP0XZ9A,9.25,1,site16
sub-NDARINVZWP490TG,10.58333,0,site19
sub-NDARINVZWRJXNHE,9.166667,0,site10
sub-NDARINVZX24TGXN,9.5,1,site09
sub-NDARINVZXC2YRV3,9.75,1,site10
sub-NDARINVZXF5C635,10.33333,0,site06
sub-NDARINVZXKWKTC7,10.08333,0,site18
sub-NDARINVZXL36BR5,10.08333,0,site16
sub-NDARINVZXL47HRG,9.916667,0,site02
sub-NDARINVZXPAWB32,10.5,0,site10
sub-NDARINVZY3TE53A,9.0,0,site03
sub-NDARINVZY8L7CT1,10.83333,1,site15
sub-NDARINVZYB94X1J,9.166667,1,site21
sub-NDARINVZYF317MG,9.166667,1,site13
sub-NDARINVZYFB43H7,10.91667,1,site18
sub-NDARINVZYLV9BMB,9.0,1,site01
sub-NDARINVZYRTFYRP,9.75,1,site10
sub-NDARINVZYTK0K1Y,9.166667,0,site05
sub-NDARINVZZ0348LF,10.91667,0,site09
sub-NDARINVZZ05KY5J,10.16667,1,site19
sub-NDARINVZZ1MNPK5,10.33333,0,site08
sub-NDARINVZZ35KHXP,9.083333,1,site03
sub-NDARINVZZ3P1ZFJ,9.583333,1,site15
sub-NDARINVZZ4XNM65,10.25,0,site18
sub-NDARINVZZ6ZJ2KY,10.33333,0,site06
sub-NDARINVZZ81LEEV,9.0,1,site11
sub-NDARINVZZFG6J5U,10.75,0,site04
sub-NDARINVZZJ3A7BK,10.16667,0,site06
sub-NDARINVZZL0VA2F,10.75,1,site22
sub-NDARINVZZLZCKAY,9.166667,0,site06
sub-NDARINVZZNX6W2P,10.91667,1,site14
sub-NDARINVZZZ2ALR6,10.0,0,site08
sub-NDARINVZZZNB0XC,9.0,0,site03
sub-NDARINVZZZP87KR,10.5,0,site19
sub-HCA9617793_V1_MR,60.41666666666666,0,HCP-AgingUMinn
sub-HCA6249977_V1_MR,66.91666666666667,1,HCP-AgingUMinn
sub-HCA6879607_V1_MR,54.25,0,HCP-AgingUMinn
sub-HCA7214357_V1_MR,51.5,1,HCP-AgingUMinn
sub-HCA6290368_V1_MR,60.5,1,HCP-AgingUMinn
sub-HCA6562577_V1_MR,72.66666666666667,0,HCP-AgingUMinn
sub-HCA9369902_V1_MR,56.41666666666666,0,HCP-AgingUMinn
sub-HCA6421963_V1_MR,59.33333333333334,0,HCP-AgingUMinn
sub-HCA8417376_V1_MR,53.5,0,HCP-AgingUMinn
sub-HCA6937998_V1_MR,63.41666666666666,0,HCP-AgingUMinn
sub-HCA8001042_V1_MR,69.0,0,HCP-AgingUMinn
sub-HCA7271369_V1_MR,69.08333333333333,0,HCP-AgingUMinn
sub-HCA7319472_V1_MR,65.58333333333333,1,HCP-AgingUMinn
sub-HCA8244977_V1_MR,59.33333333333334,0,HCP-AgingUMinn
sub-HCA8446383_V1_MR,55.91666666666666,1,HCP-AgingUMinn
sub-HCA8242973_V1_MR,66.83333333333333,0,HCP-AgingUMinn
sub-HCA9150468_V1_MR,55.5,0,HCP-AgingUMinn
sub-HCA7301049_V1_MR,100.0,0,HCP-AgingUMinn
sub-HCA7243263_V1_MR,55.91666666666666,0,HCP-AgingUMinn
sub-HCA8434376_V1_MR,61.58333333333334,0,HCP-AgingUMinn
sub-HCA6668391_V1_MR,51.08333333333334,0,HCP-AgingUMinn
sub-HCA6121143_V1_MR,65.0,0,HCP-AgingUMinn
sub-HCA8307773_V1_MR,52.33333333333334,0,HCP-AgingUMinn
sub-HCA8846703_V1_MR,76.25,1,HCP-AgingUMinn
sub-HCA6989715_V1_MR,61.16666666666666,1,HCP-AgingUMinn
sub-HCA9705689_V1_MR,55.83333333333334,0,HCP-AgingUMinn
sub-HCA9589310_V1_MR,70.66666666666667,1,HCP-AgingUMinn
sub-HCA8134667_V1_MR,74.25,0,HCP-AgingUMinn
sub-HCA8537992_V1_MR,70.91666666666667,0,HCP-AgingUMinn
sub-HCA7098684_V1_MR,74.16666666666667,0,HCP-AgingUMinn
sub-HCA6198582_V1_MR,41.16666666666666,0,HCP-AgingUCLA
sub-HCA9914193_V1_MR,53.0,0,HCP-AgingUCLA
sub-HCA6746284_V1_MR,60.66666666666666,0,HCP-AgingUCLA
sub-HCA8465387_V1_MR,60.58333333333334,1,HCP-AgingUCLA
sub-HCA7510058_V1_MR,69.5,0,HCP-AgingUCLA
sub-HCA7307768_V1_MR,56.5,0,HCP-AgingUCLA
sub-HCA9478098_V1_MR,41.5,1,HCP-AgingUCLA
sub-HCA6749088_V1_MR,47.91666666666666,0,HCP-AgingUCLA
sub-HCA7222558_V1_MR,41.91666666666666,0,HCP-AgingUCLA
sub-HCA9974010_V1_MR,63.0,0,HCP-AgingUCLA
sub-HCA8245878_V1_MR,57.91666666666666,1,HCP-AgingUCLA
sub-HCA8908092_V1_MR,71.08333333333333,0,HCP-AgingUCLA
sub-HCA6234964_V1_MR,47.0,0,HCP-AgingUCLA
sub-HCA7941388_V1_MR,49.41666666666666,0,HCP-AgingUCLA
sub-HCA6197580_V1_MR,46.16666666666666,0,HCP-AgingUCLA
sub-HCA7078981_V1_MR,55.25,0,HCP-AgingUCLA
sub-HCA6780082_V1_MR,41.41666666666666,0,HCP-AgingUCLA
sub-HCA9339892_V1_MR,43.75,0,HCP-AgingUCLA
sub-HCA6436774_V1_MR,57.75,1,HCP-AgingUCLA
sub-HCA8000040_V1_MR,70.83333333333333,1,HCP-AgingUCLA
sub-HCA7888007_V1_MR,38.25,0,HCP-AgingUCLA
sub-HCA9549297_V1_MR,36.16666666666666,0,HCP-AgingUCLA
sub-HCA9515684_V1_MR,49.83333333333334,0,HCP-AgingUCLA
sub-HCA7605978_V1_MR,39.41666666666666,1,HCP-AgingUCLA
sub-HCA7855698_V1_MR,41.083333333333336,0,HCP-AgingUCLA
sub-HCA6627377_V1_MR,49.58333333333334,0,HCP-AgingUCLA
sub-HCA6363167_V1_MR,53.33333333333334,0,HCP-AgingUCLA
sub-HCA8252471_V1_MR,47.91666666666666,1,HCP-AgingUCLA
sub-HCA6143557_V1_MR,67.16666666666667,0,HCP-AgingUMinn
sub-HCA8549999_V1_MR,44.0,0,HCP-AgingUMinn
sub-HCA6943993_V1_MR,66.58333333333333,1,HCP-AgingUMinn
sub-HCA6752784_V1_MR,58.5,0,HCP-AgingUMinn
sub-HCA8529892_V1_MR,65.33333333333333,1,HCP-AgingUMinn
sub-HCA8121355_V1_MR,77.08333333333333,0,HCP-AgingUMinn
sub-HCA9868920_V1_MR,69.08333333333333,1,HCP-AgingUMinn
sub-HCA8089082_V1_MR,50.91666666666666,0,HCP-AgingUMinn
sub-HCA6583484_V1_MR,78.08333333333333,0,HCP-AgingUMinn
sub-HCA8456386_V1_MR,66.58333333333333,1,HCP-AgingUMinn
sub-HCA9551991_V1_MR,64.16666666666667,1,HCP-AgingUMinn
sub-HCA6782995_V1_MR,70.66666666666667,1,HCP-AgingUMinn
sub-HCA9866310_V1_MR,38.333333333333336,0,HCP-AgingUMinn
sub-HCA8488197_V1_MR,67.25,1,HCP-AgingUMinn
sub-HCA8451275_V1_MR,58.16666666666666,0,HCP-AgingUMinn
sub-HCA8322264_V1_MR,54.08333333333334,0,HCP-AgingUMinn
sub-HCA8961400_V1_MR,39.0,1,HCP-AgingUMinn
sub-HCA6658994_V1_MR,56.33333333333334,0,HCP-AgingUMinn
