participant_id,age,sex,site
sub-CC321428,42.0,0,cam
sub-CC321431,48.0,0,cam
sub-CC321464,45.0,1,cam
sub-CC321504,42.0,1,cam
sub-CC321506,39.0,0,cam
sub-CC321529,39.0,0,cam
sub-CC321544,44.0,1,cam
sub-CC321557,44.0,0,cam
sub-CC321585,44.0,0,cam
sub-CC321594,43.0,1,cam
sub-CC321595,44.0,0,cam
sub-CC321880,46.0,0,cam
sub-CC321899,49.0,0,cam
sub-CC321976,42.0,0,cam
sub-CC322186,47.0,1,cam
sub-CC410015,51.0,0,cam
sub-CC410032,55.0,1,cam
sub-CC410040,55.0,1,cam
sub-CC410084,57.0,0,cam
sub-CC410086,57.0,1,cam
sub-CC410091,57.0,0,cam
sub-CC410094,54.0,0,cam
sub-CC410097,49.0,0,cam
sub-CC410101,56.0,1,cam
sub-CC410113,55.0,1,cam
sub-CC410119,57.0,1,cam
sub-CC410121,52.0,0,cam
sub-CC410129,58.0,1,cam
sub-CC410169,49.0,0,cam
sub-CC410173,55.0,1,cam
sub-CC410177,57.0,1,cam
sub-CC410179,55.0,1,cam
sub-CC410182,53.0,0,cam
sub-CC410220,52.0,0,cam
sub-CC410222,55.0,0,cam
sub-CC410226,56.0,1,cam
sub-CC410243,56.0,0,cam
sub-CC410248,54.0,1,cam
sub-CC410251,53.0,0,cam
sub-CC410284,50.0,0,cam
sub-CC410287,58.0,0,cam
sub-CC410289,58.0,0,cam
sub-CC410297,58.0,0,cam
sub-CC410323,51.0,0,cam
sub-CC410325,54.0,0,cam
sub-CC410354,48.0,1,cam
sub-CC410387,57.0,1,cam
sub-CC410390,56.0,1,cam
sub-CC410432,52.0,1,cam
sub-CC412004,54.0,1,cam
sub-CC412021,54.0,0,cam
sub-CC420004,49.0,0,cam
sub-CC420060,51.0,1,cam
sub-CC420061,57.0,1,cam
sub-CC420071,52.0,0,cam
sub-CC420075,52.0,1,cam
sub-CC420089,48.0,0,cam
sub-CC420091,52.0,1,cam
sub-CC420094,56.0,1,cam
sub-CC420100,56.0,1,cam
sub-CC420137,56.0,1,cam
sub-CC420143,53.0,0,cam
sub-CC420148,56.0,0,cam
sub-CC420149,52.0,1,cam
sub-CC420157,58.0,1,cam
sub-CC420162,52.0,0,cam
sub-CC420167,51.0,0,cam
sub-CC420173,49.0,0,cam
sub-CC420180,56.0,0,cam
sub-CC420182,52.0,0,cam
sub-CC420197,55.0,0,cam
sub-CC420198,58.0,1,cam
sub-CC420202,51.0,1,cam
sub-CC420204,53.0,0,cam
sub-CC420217,50.0,1,cam
sub-CC420222,55.0,1,cam
sub-CC420226,50.0,1,cam
sub-CC420229,52.0,1,cam
sub-CC420231,54.0,1,cam
sub-CC420236,53.0,1,cam
sub-CC420241,55.0,1,cam
sub-CC420259,51.0,0,cam
sub-CC420260,50.0,0,cam
sub-CC420261,54.0,0,cam
sub-CC420286,56.0,1,cam
sub-CC420322,49.0,1,cam
sub-CC420324,52.0,0,cam
sub-CC420348,57.0,0,cam
sub-CC420356,54.0,1,cam
sub-CC420383,48.0,0,cam
sub-CC420392,51.0,0,cam
sub-CC420396,53.0,1,cam
sub-CC420402,49.0,1,cam
sub-CC420412,52.0,1,cam
sub-CC420433,51.0,1,cam
sub-CC420435,53.0,0,cam
sub-CC420462,55.0,0,cam
sub-CC420464,55.0,0,cam
sub-CC420493,51.0,0,cam
sub-CC420566,50.0,0,cam
sub-CC420582,54.0,1,cam
sub-CC420587,49.0,0,cam
sub-CC420589,52.0,1,cam
sub-CC420623,51.0,1,cam
sub-CC420720,50.0,0,cam
sub-CC420729,56.0,0,cam
sub-CC420776,49.0,0,cam
sub-CC420888,50.0,0,cam
sub-CC510015,58.0,0,cam
sub-CC510039,60.0,0,cam
sub-CC510043,58.0,1,cam
sub-CC510050,59.0,0,cam
sub-CC510076,62.0,1,cam
sub-CC510086,65.0,1,cam
sub-CC510115,62.0,0,cam
sub-CC510161,58.0,1,cam
sub-CC510163,64.0,0,cam
sub-CC510208,66.0,0,cam
sub-CC510220,66.0,1,cam
sub-CC510226,67.0,1,cam
sub-CC510237,66.0,1,cam
sub-CC510242,60.0,1,cam
sub-CC510243,60.0,1,cam
sub-CC510255,62.0,1,cam
sub-CC510256,63.0,1,cam
sub-CC510258,60.0,1,cam
sub-CC510259,60.0,0,cam
sub-CC510284,60.0,0,cam
sub-CC510304,66.0,0,cam
sub-CC510321,64.0,0,cam
sub-CC510323,64.0,0,cam
sub-CC510329,64.0,1,cam
sub-CC510342,63.0,0,cam
sub-CC510354,62.0,0,cam
sub-CC510355,65.0,0,cam
sub-CC510392,67.0,1,cam
sub-CC510395,68.0,1,cam
sub-CC510415,64.0,0,cam
sub-CC510433,61.0,0,cam
sub-CC510434,65.0,0,cam
sub-CC510438,62.0,1,cam
sub-CC510473,65.0,1,cam
sub-CC510474,66.0,1,cam
sub-CC510480,68.0,1,cam
sub-CC510483,60.0,0,cam
sub-CC510486,63.0,0,cam
sub-CC510534,66.0,1,cam
sub-CC510548,62.0,1,cam
sub-CC510551,61.0,1,cam
sub-CC510568,60.0,1,cam
sub-CC510609,59.0,1,cam
sub-CC510629,59.0,1,cam
sub-CC510639,62.0,1,cam
sub-CC510648,61.0,0,cam
sub-CC512003,62.0,1,cam
sub-CC520002,64.0,0,cam
sub-CC520011,60.0,0,cam
sub-CC520013,67.0,1,cam
sub-CC520042,58.0,1,cam
sub-CC520053,64.0,1,cam
sub-CC520055,61.0,0,cam
sub-CC520065,60.0,1,cam
sub-CC520078,63.0,1,cam
sub-CC520083,65.0,0,cam
sub-CC520097,62.0,0,cam
sub-CC520122,67.0,1,cam
sub-CC520127,66.0,1,cam
sub-CC520134,67.0,0,cam
sub-CC520136,65.0,0,cam
sub-CC520147,61.0,0,cam
sub-CC520168,59.0,1,cam
sub-CC520175,61.0,1,cam
sub-CC520197,59.0,0,cam
sub-CC520200,67.0,0,cam
sub-CC520209,66.0,0,cam
sub-CC520211,63.0,0,cam
sub-CC520215,63.0,0,cam
sub-CC520239,65.0,0,cam
sub-CC520247,63.0,1,cam
sub-CC520253,58.0,1,cam
sub-CC520254,66.0,0,cam
sub-CC520279,68.0,0,cam
sub-CC520287,59.0,0,cam
sub-CC520377,63.0,0,cam
sub-CC520390,65.0,0,cam
sub-CC520391,64.0,0,cam
sub-CC520395,61.0,0,cam
sub-CC520398,59.0,0,cam
sub-CC520424,63.0,1,cam
sub-CC520477,66.0,1,cam
sub-CC520480,60.0,1,cam
sub-CC520503,66.0,1,cam
sub-CC520517,65.0,1,cam
sub-CC520552,64.0,1,cam
sub-CC520560,65.0,1,cam
sub-CC520562,66.0,1,cam
sub-CC520584,59.0,0,cam
sub-CC520585,68.0,0,cam
sub-CC520597,64.0,1,cam
sub-CC520607,64.0,0,cam
sub-CC520624,60.0,0,cam
sub-CC520673,67.0,1,cam
sub-CC520745,63.0,0,cam
sub-CC520775,61.0,0,cam
sub-CC520868,67.0,1,cam
sub-CC520980,68.0,1,cam
sub-CC521040,63.0,0,cam
sub-CC610022,68.0,0,cam
sub-CC610028,68.0,1,cam
sub-CC610039,70.0,1,cam
sub-CC610040,72.0,1,cam
sub-CC610046,72.0,1,cam
sub-CC610050,71.0,0,cam
sub-CC610051,68.0,1,cam
sub-CC610052,77.0,1,cam
sub-CC610058,73.0,1,cam
sub-CC610061,76.0,0,cam
sub-CC610071,69.0,0,cam
sub-CC610076,77.0,0,cam
sub-CC610099,69.0,0,cam
sub-CC610101,68.0,1,cam
sub-CC610146,76.0,0,cam
sub-CC610178,72.0,1,cam
sub-CC610210,75.0,1,cam
sub-CC610212,77.0,0,cam
sub-CC610227,76.0,0,cam
sub-CC610285,71.0,1,cam
sub-CC610288,69.0,1,cam
sub-CC610292,72.0,0,cam
sub-CC610308,69.0,1,cam
sub-CC610344,71.0,0,cam
sub-CC610372,70.0,1,cam
sub-CC610392,75.0,0,cam
sub-CC610405,72.0,0,cam
sub-CC610462,76.0,0,cam
sub-CC610469,73.0,0,cam
sub-CC610496,70.0,1,cam
sub-CC610508,77.0,0,cam
sub-CC610568,76.0,1,cam
sub-CC610575,71.0,0,cam
sub-CC610576,72.0,0,cam
sub-CC610594,69.0,0,cam
sub-CC610614,74.0,0,cam
sub-CC610625,70.0,0,cam
sub-CC610631,77.0,0,cam
sub-CC610653,71.0,1,cam
sub-CC610658,78.0,1,cam
sub-CC610671,70.0,0,cam
sub-CC620005,74.0,0,cam
sub-CC620026,70.0,0,cam
sub-CC620044,73.0,0,cam
sub-CC620073,69.0,1,cam
sub-CC620085,70.0,0,cam
sub-CC620090,71.0,0,cam
sub-CC620106,71.0,0,cam
sub-CC620114,73.0,1,cam
sub-CC620118,71.0,0,cam
sub-CC620121,68.0,1,cam
sub-CC620129,75.0,1,cam
sub-CC620152,73.0,1,cam
sub-CC620164,72.0,0,cam
sub-CC620193,76.0,1,cam
sub-CC620259,68.0,0,cam
sub-CC620262,69.0,0,cam
sub-CC620264,76.0,0,cam
sub-CC620279,77.0,1,cam
sub-CC620284,75.0,0,cam
sub-CC620314,74.0,0,cam
sub-CC620354,78.0,0,cam
sub-CC620359,68.0,1,cam
sub-CC620405,76.0,0,cam
sub-CC620406,68.0,1,cam
sub-CC620413,76.0,1,cam
sub-CC620429,69.0,1,cam
sub-CC620436,78.0,1,cam
sub-CC620444,77.0,0,cam
sub-CC620451,75.0,1,cam
sub-CC620454,75.0,0,cam
sub-CC620466,75.0,1,cam
sub-CC620479,69.0,1,cam
sub-CC620490,74.0,0,cam
sub-CC620496,70.0,0,cam
sub-CC620499,71.0,1,cam
sub-CC620515,75.0,0,cam
sub-CC620518,78.0,1,cam
sub-CC620526,73.0,0,cam
sub-CC620549,73.0,0,cam
sub-CC620557,74.0,0,cam
sub-CC620560,72.0,1,cam
sub-CC620567,74.0,1,cam
sub-CC620572,78.0,0,cam
sub-CC620592,74.0,0,cam
sub-CC620610,76.0,1,cam
sub-CC620619,71.0,1,cam
sub-CC620659,71.0,0,cam
sub-CC620685,77.0,0,cam
sub-CC620720,78.0,0,cam
sub-CC620785,69.0,1,cam
sub-CC620793,71.0,1,cam
sub-CC620885,78.0,1,cam
sub-CC620919,78.0,1,cam
sub-CC620935,71.0,1,cam
sub-CC621011,76.0,1,cam
sub-CC621080,70.0,1,cam
sub-CC621118,76.0,1,cam
sub-CC621128,75.0,1,cam
sub-CC621184,69.0,1,cam
sub-CC621199,72.0,1,cam
sub-CC621248,72.0,0,cam
sub-CC621284,79.0,1,cam
sub-CC621642,73.0,1,cam
sub-CC710037,78.0,0,cam
sub-CC710088,83.0,0,cam
sub-CC710099,85.0,0,cam
sub-CC710131,85.0,1,cam
sub-CC710154,83.0,1,cam
sub-CC710176,78.0,0,cam
sub-CC710214,79.0,1,cam
sub-CC710313,81.0,1,cam
sub-CC710342,83.0,0,cam
sub-CC710350,81.0,1,cam
sub-CC710382,83.0,1,cam
sub-CC710416,82.0,0,cam
sub-CC710429,80.0,1,cam
sub-CC710446,85.0,1,cam
sub-CC710462,82.0,0,cam
sub-CC710486,79.0,0,cam
sub-CC710494,80.0,1,cam
sub-CC710518,83.0,0,cam
sub-CC710548,83.0,1,cam
sub-CC710551,85.0,1,cam
sub-CC710566,83.0,1,cam
sub-CC710591,85.0,0,cam
sub-CC710664,82.0,0,cam
sub-CC710982,79.0,1,cam
sub-CC711027,80.0,1,cam
sub-CC711035,88.0,0,cam
sub-CC711128,80.0,1,cam
sub-CC711158,80.0,1,cam
sub-CC711244,85.0,0,cam
sub-CC711245,85.0,1,cam
sub-CC712027,87.0,1,cam
sub-CC720023,82.0,0,cam
sub-CC720071,82.0,1,cam
sub-CC720103,80.0,1,cam
sub-CC720119,79.0,1,cam
sub-CC720180,78.0,1,cam
sub-CC720188,78.0,1,cam
sub-CC720238,80.0,0,cam
sub-CC720290,84.0,1,cam
sub-CC720304,80.0,0,cam
sub-CC720358,83.0,0,cam
sub-CC720400,86.0,0,cam
sub-CC720407,82.0,1,cam
sub-CC720497,80.0,0,cam
sub-CC720511,79.0,1,cam
sub-CC720516,84.0,0,cam
sub-CC720622,81.0,0,cam
sub-CC720646,81.0,1,cam
sub-CC720670,79.0,0,cam
sub-CC720685,81.0,1,cam
sub-CC720941,79.0,1,cam
sub-CC720986,83.0,1,cam
sub-CC721052,79.0,1,cam
sub-CC721107,79.0,0,cam
sub-CC721114,79.0,0,cam
sub-CC721224,87.0,0,cam
sub-CC721291,80.0,0,cam
sub-CC721292,79.0,1,cam
sub-CC721374,86.0,1,cam
sub-CC721377,80.0,1,cam
sub-CC721392,80.0,1,cam
sub-CC721418,79.0,0,cam
sub-CC721434,84.0,1,cam
sub-CC721504,82.0,1,cam
sub-CC721519,79.0,0,cam
sub-CC721532,87.0,0,cam
sub-CC721585,79.0,0,cam
sub-CC721618,81.0,0,cam
sub-CC721648,80.0,0,cam
sub-CC721707,80.0,0,cam
sub-CC721729,81.0,1,cam
sub-CC721888,78.0,0,cam
sub-CC721891,83.0,1,cam
sub-CC721894,80.0,0,cam
sub-CC722216,86.0,0,cam
sub-CC722536,79.0,0,cam
sub-CC722542,79.0,1,cam
sub-CC722651,79.0,0,cam
sub-CC722891,84.0,0,cam
sub-CC723197,80.0,0,cam
sub-CC723395,86.0,0,cam
sub-CC610096,74.0,0,cam
sub-CC710501,80.0,1,cam
sub-CC720330,80.0,1,cam
sub-NDARAA075AMK,6.728039999999999,0,SI
sub-NDARAA536PTU,11.998402,1,SI
sub-NDARAD481FXF,16.445242,1,SI
sub-NDARAE199TDD,8.984029,0,SI
sub-NDARAJ366ZFA,10.211156,1,SI
sub-NDARAK187ZLP,6.870408,1,SI
sub-NDARAM277WZT,14.320670000000002,1,SI
sub-NDARAR025WX4,8.874628999999997,1,SI
sub-NDARAT100AEQ,16.489276,1,SI
sub-NDARAT299YRR,7.579625,1,SI
sub-NDARAV747WVL,10.044261,0,SI
sub-NDARAV894XWD,10.468628,1,SI
sub-NDARAV945MCQ,16.080538,1,SI
sub-NDARAY238DFL,6.552817,1,SI
sub-NDARBA507GCT,14.451973,0,SI
sub-NDARBA521RA8,8.905315,1,SI
sub-NDARBB854DRN,11.3906,1,SI
sub-NDARBC580HR5,12.176477,1,SI
sub-NDARBG702FED,7.557608,1,SI
sub-NDARBK669XJQ,16.595938,0,SI
sub-NDARBM213BEA,12.03947,0,SI
sub-NDARBN100LCD,6.088067,0,SI
sub-NDARBU112XZE,14.79101,1,SI
sub-NDARBV364MBC,10.306525,1,SI
sub-NDARBZ216FW8,12.389915,1,SI
sub-NDARCA186WGH,15.268195,1,SI
sub-NDARCA789EE0,13.326374,1,SI
sub-NDARCB959FY4,15.651266,1,SI
sub-NDARCD401HGZ,18.914099,1,SI
sub-NDARCG984YXZ,8.549281,0,SI
sub-NDARCJ007GF8,15.325005,1,SI
sub-NDARCL080RHP,13.743098000000002,0,SI
sub-NDARCT933HF2,11.875199,1,SI
sub-NDARCV412MDW,8.207164,1,SI
sub-NDARCW419GBD,7.856033999999997,1,SI
sub-NDARDA695XTL,7.20511,1,SI
sub-NDARDB804YHE,10.002623,1,SI
sub-NDARDC360DGB,13.706821,0,SI
sub-NDARDH328DR9,6.079853,1,SI
sub-NDARDJ825GBP,9.293976,1,SI
sub-NDARDK983BDA,11.914099,0,SI
sub-NDARDM425CG2,9.649326,1,SI
sub-NDARDN702GXX,9.561829,1,SI
sub-NDARDN770HY6,11.758042,1,SI
sub-NDARDR658DRA,6.421857,1,SI
sub-NDARDT800YVF,17.510381,1,SI
sub-NDARDU799BZF,5.641113,1,SI
sub-NDARDX469TC1,8.340748,1,SI
sub-NDARDX561MRY,8.565023,0,SI
sub-NDARDX770PJK,21.715035,0,SI
sub-NDARDZ946KVL,15.172256,1,SI
sub-NDAREB290UCN,6.717544999999999,1,SI
sub-NDAREC182WW2,17.707392000000006,1,SI
sub-NDARED047DTH,7.284508,1,SI
sub-NDARED632KNG,17.203854999999994,0,SI
sub-NDAREE196FEG,8.623317,1,SI
sub-NDAREF057VX5,7.979236999999999,1,SI
sub-NDAREK375DKR,6.750057000000001,0,SI
sub-NDAREK544ENR,9.876568,1,SI
sub-NDAREK918EC2,9.616472,1,SI
sub-NDAREK947FYP,9.808236,1,SI
sub-NDAREL063PMX,11.806753,1,SI
sub-NDAREM018TJQ,14.871092,1,SI
sub-NDAREM141CKP,6.558292999999999,1,SI
sub-NDARET653TAM,7.314054,0,SI
sub-NDARET949LMU,7.377594999999999,0,SI
sub-NDAREU211JMY,7.068103999999999,1,SI
sub-NDAREY962BM7,12.573351,1,SI
sub-NDAREZ098ZPE,20.927104,0,SI
sub-NDARFA464HJQ,13.219598,1,SI
sub-NDARFB107PVH,17.036732,0,SI
sub-NDARFB500HHN,9.58088,0,SI
sub-NDARFH674DWX,7.484257,0,SI
sub-NDARFL411AT1,9.066735,0,SI
sub-NDARFM080VAF,7.623203,0,SI
sub-NDARFN452VPC,11.960643,0,SI
sub-NDARFR109LKT,8.619895,1,SI
sub-NDARFT834NT1,8.146360000000001,1,SI
sub-NDARFU789PRX,12.781998,0,SI
sub-NDARFW130NGG,8.316107,0,SI
sub-NDARFW292PBD,12.480835,0,SI
sub-NDARFW444PN1,10.478895,0,SI
sub-NDARFY612EMR,12.48072,0,SI
sub-NDARFZ296UNG,9.082591,1,SI
sub-NDARGA967MGC,9.504449,1,SI
sub-NDARGE366WNC,15.965662,0,SI
sub-NDARGH407KVG,7.908053,1,SI
sub-NDARGL834CMQ,7.128108,1,SI
sub-NDARGL963HU4,11.519849,0,SI
sub-NDARGM498YFL,9.936801,0,SI
sub-NDARGM540EV8,10.722564,0,SI
sub-NDARGM610LF0,9.947866,1,SI
sub-NDARGR661YZG,5.934633,0,SI
sub-NDARGT022BEW,9.102213,1,SI
sub-NDARGU667MCK,8.015514,1,SI
sub-NDARGY054ENV,19.656741,1,SI
sub-NDARGY148EVU,13.51791,1,SI
sub-NDARHB781DD8,6.443303,1,SI
sub-NDARHB993EV0,8.21743,1,SI
sub-NDARHD059PEQ,8.088751,1,SI
sub-NDARHE236YLB,5.5130040000000005,0,SI
sub-NDARHF023VG3,20.734884,0,SI
sub-NDARHF904CWB,11.081336,1,SI
sub-NDARHJ126UW2,8.031257,1,SI
sub-NDARHJ523XGB,10.834816,0,SI
sub-NDARHJ946UPH,7.681496000000001,0,SI
sub-NDARHK598YJC,9.057951,0,SI
sub-NDARHL238VL2,12.800593,1,SI
sub-NDARHL358LGQ,9.118297,0,SI
sub-NDARHM273AXL,10.062742,1,SI
sub-NDARHM304AXP,7.399383,1,SI
sub-NDARHM615PJH,10.372804,1,SI
sub-NDARHP176DPE,16.329682000000002,1,SI
sub-NDARHP558MGA,9.721195,1,SI
sub-NDARHP656DLC,10.936459,1,SI
sub-NDARHR944BBY,11.826374,0,SI
sub-NDARHT218GFA,6.555555,1,SI
sub-NDARHW216PER,15.062628,1,SI
sub-NDARHX739YBW,11.727583,1,SI
sub-NDARHX877BLQ,11.33858,0,SI
sub-NDARHZ439EBY,7.218571000000002,0,SI
sub-NDARJC514CE0,10.311886,1,SI
sub-NDARJH925ZCD,9.964179,1,SI
sub-NDARJJ356DAL,7.90543,1,SI
sub-NDARJK085PZL,10.405087,0,SI
sub-NDARJM708VGE,10.553045,1,SI
sub-NDARJP133YL3,16.03947,0,SI
sub-NDARJP489HCE,10.98882,0,SI
sub-NDARJR525HTX,7.853296,0,SI
sub-NDARJR687LGX,15.302988,0,SI
sub-NDARJT606WGQ,12.52464,0,SI
sub-NDARJT730WP0,14.996235,0,SI
sub-NDARJV894XP2,8.091489,0,SI
sub-NDARJX421FWR,6.818389,1,SI
sub-NDARJZ217VJ6,11.182865,1,SI
sub-NDARJZ549HU8,6.982660000000001,1,SI
sub-NDARKA429EPF,7.560346000000001,1,SI
sub-NDARKC403LRW,8.74036,1,SI
sub-NDARKC452YVR,7.875313,1,SI
sub-NDARKF615JNZ,9.671229,0,SI
sub-NDARKG785VAJ,6.022245,1,SI
sub-NDARKH421UB1,6.372689,1,SI
sub-NDARKH741PL8,18.022245,1,SI
sub-NDARKL327VRH,10.86767,1,SI
sub-NDARKM551DA4,9.252338,1,SI
sub-NDARKR010EN7,8.034108999999999,1,SI
sub-NDARKR195PL9,8.767853,0,SI
sub-NDARKV482FU9,10.977298,1,SI
sub-NDARKW531ACR,10.002623,1,SI
sub-NDARKW999WZD,19.971024,0,SI
sub-NDARKX346VTV,14.016769,1,SI
sub-NDARKX761BH9,8.228382,1,SI
sub-NDARLA516PH1,8.034108999999999,1,SI
sub-NDARLB017MBJ,20.412388,0,SI
sub-NDARLB629BJ1,7.995665,0,SI
sub-NDARLD990NH4,7.50616,1,SI
sub-NDARLF283KJX,8.737622,1,SI
sub-NDARLG942AZ1,7.4652059999999985,0,SI
sub-NDARLL389TUF,8.445357000000001,1,SI
sub-NDARLP181HLA,12.809034,1,SI
sub-NDARLP858RAA,9.293634,0,SI
sub-NDARLZ104NDT,15.265343,0,SI
sub-NDARLZ228PCB,10.830025,0,SI
sub-NDARMA875ARE,16.028405,0,SI
sub-NDARMC412BCK,5.937143,0,SI
sub-NDARMD700NUE,5.4932690000000015,0,SI
sub-NDARME656MTN,10.088067,1,SI
sub-NDARME930DE7,10.123545,0,SI
sub-NDARMH763YZD,8.74036,1,SI
sub-NDARMJ699RJN,7.656171,1,SI
sub-NDARML142BEK,14.793862,1,SI
sub-NDARML148UCE,7.577458,1,SI
sub-NDARMM386PL6,10.252338,1,SI
sub-NDARMM782KJK,8.239904,0,SI
sub-NDARMM878ZR1,5.513118,1,SI
sub-NDARMM905VYR,13.099703,1,SI
sub-NDARMM990URX,12.990075,0,SI
sub-NDARMN450PEH,8.814282,0,SI
sub-NDARMR242UKQ,18.736367,1,SI
sub-NDARMU269TFY,7.2319179999999985,1,SI
sub-NDARMU488APK,10.153661,0,SI
sub-NDARMV247HRA,9.094227,0,SI
sub-NDARMV410ZFY,9.550878,1,SI
sub-NDARMW252AJW,14.353639,0,SI
sub-NDARMX032AU3,12.206479,0,SI
sub-NDARMY064EAD,6.380903,1,SI
sub-NDARMY533CYM,15.974332,1,SI
sub-NDARMY967HNA,10.36402,0,SI
sub-NDARMZ908DUR,15.179785,1,SI
sub-NDARNB440UE4,14.468514,0,SI
sub-NDARNB824ARJ,9.679443,1,SI
sub-NDARNE511XHU,19.984713,0,SI
sub-NDARNF954MK3,12.85535,1,SI
sub-NDARNG309KZ8,9.219712,0,SI
sub-NDARNG689AAP,12.882728,0,SI
sub-NDARNH342XLK,13.37075,1,SI
sub-NDARNJ687DMC,6.348163,0,SI
sub-NDARNJ715JPV,11.366643,0,SI
sub-NDARNJ894VH2,9.066278,1,SI
sub-NDARNL599TMZ,10.556011,0,SI
sub-NDARNM624PDC,12.507757000000002,1,SI
sub-NDARNT042GRA,16.861396,1,SI
sub-NDARNT572CMD,8.406456,0,SI
sub-NDARNT939YMG,13.436344,0,SI
sub-NDARNU249EDF,5.397444,1,SI
sub-NDARNV332JF2,9.76751,1,SI
sub-NDARNW218ZBU,12.445357,1,SI
sub-NDARPD977VX2,7.664955,1,SI
sub-NDARPE404CMV,5.948323,0,SI
sub-NDARPE596LZL,17.953798000000006,1,SI
sub-NDARPF118ABV,13.077116,0,SI
sub-NDARPG072ZZ7,13.326374,1,SI
sub-NDARPL721WTD,7.784963999999999,1,SI
sub-NDARPP337KUQ,17.446725,1,SI
sub-NDARPP703NX4,10.580766,1,SI
sub-NDARPR768KT4,16.69952,0,SI
sub-NDARPV249ZRF,8.737622,0,SI
sub-NDARPW482TVE,10.443303,0,SI
sub-NDARPX244EHJ,15.319415,1,SI
sub-NDARPZ621ZLE,10.928473,1,SI
sub-NDARRA733VWX,21.816563,0,SI
sub-NDARRD720XZK,19.335843,1,SI
sub-NDARRE333EKT,10.495322,0,SI
sub-NDARRH725XYA,11.023842,0,SI
sub-NDARRJ763GUF,11.79101,1,SI
sub-NDARRK457MBX,8.374058,1,SI
sub-NDARRL218DJ5,9.290668,0,SI
sub-NDARRN619WHY,16.951745000000006,1,SI
sub-NDARRP592GHK,14.172256,0,SI
sub-NDARRU600XWW,7.804015,0,SI
sub-NDARRZ199KNG,14.771959,0,SI
sub-NDARRZ653HKY,7.828656,0,SI
sub-NDARTA808DEQ,10.063312,1,SI
sub-NDARTF833WXB,9.920374,0,SI
sub-NDARTH610GMK,9.871092,0,SI
sub-NDARTK185PBH,9.641683,0,SI
sub-NDARTK657DV6,10.799224,1,SI
sub-NDARTM946WJ7,7.406913,0,SI
sub-NDARTR365NCY,15.757472,0,SI
sub-NDARTR840XP1,19.349874,1,SI
sub-NDARTT759PC5,6.870522,0,SI
sub-NDARTU768MY1,9.375998,1,SI
sub-NDARTX012JHM,12.745836,1,SI
sub-NDARTY625VHZ,10.876454,1,SI
sub-NDARUA421HT8,6.533652,0,SI
sub-NDARUD764NFJ,11.960757,0,SI
sub-NDARUF069EHR,15.724617000000002,0,SI
sub-NDARUF389TXE,7.741159,1,SI
sub-NDARUF935UL3,7.736253,0,SI
sub-NDARUG507AZX,7.489961,1,SI
sub-NDARUJ646APQ,17.042094,1,SI
sub-NDARUL341DD2,9.743098,1,SI
sub-NDARUL881JR9,7.23728,1,SI
sub-NDARUM569EV1,10.561601,1,SI
sub-NDARUM991EE8,7.930527,1,SI
sub-NDARUT792WX7,10.005817,0,SI
sub-NDARUV753MY9,5.4302980000000005,1,SI
sub-NDARUY876VL1,7.987450999999999,1,SI
sub-NDARVB04TJA,6.14214,1,SI
sub-NDARVB607WW4,12.415012,1,SI
sub-NDARVB811FVD,14.990759,0,SI
sub-NDARVC246ZY8,14.002737,0,SI
sub-NDARVE724GEF,7.377594999999999,0,SI
sub-NDARVG148WHV,10.835158,1,SI
sub-NDARVG436WGG,10.011292999999998,1,SI
sub-NDARVG461LA2,12.012662,0,SI
sub-NDARVG971CHH,15.53023,0,SI
sub-NDARVH070WH6,11.235112,1,SI
sub-NDARVJ504DAA,6.649212,0,SI
sub-NDARVM685MER,15.068104,0,SI
sub-NDARVN646NZP,17.940109,0,SI
sub-NDARVT231LJG,7.528177,1,SI
sub-NDARVX292KKC,5.345994999999999,1,SI
sub-NDARVY007TEJ,6.481633,1,SI
sub-NDARWB685NUG,11.409765,0,SI
sub-NDARWB943YY9,11.818161,0,SI
sub-NDARWC737UJ0,7.784963999999999,1,SI
sub-NDARWE145GN9,14.101072,1,SI
sub-NDARWF090RZ7,15.903148000000002,1,SI
sub-NDARWF122UUJ,8.478211,0,SI
sub-NDARWJ019VGU,13.914898,0,SI
sub-NDARWJ087HKJ,16.11613,1,SI
sub-NDARWP237VB3,7.683892,1,SI
sub-NDARWV155PRG,15.837554,0,SI
sub-NDARWV470ATB,16.587497,0,SI
sub-NDARWV677EFC,9.854779,1,SI
sub-NDARWW901MTC,7.314054,0,SI
sub-NDARWX033HYK,12.23112,1,SI
sub-NDARWX380JJK,8.554072,1,SI
sub-NDARWZ283CWB,15.182523000000002,0,SI
sub-NDARWZ709DLY,11.02099,0,SI
sub-NDARXB704HFD,17.743098,1,SI
sub-NDARXC418YG7,8.885922,1,SI
sub-NDARXE684LUY,7.8888880000000015,1,SI
sub-NDARXF441RHQ,6.383527,0,SI
sub-NDARXF956ZU6,12.188227,1,SI
sub-NDARXH017ZLE,7.366528999999999,1,SI
sub-NDARXJ468UGL,17.023042999999998,0,SI
sub-NDARXJ696AMX,21.189368,1,SI
sub-NDARXJ799NEB,8.064111,1,SI
sub-NDARXK164TNN,6.0030800000000015,0,SI
sub-NDARXK462WRZ,9.586356,0,SI
sub-NDARXN047RUT,9.649326,1,SI
sub-NDARXN425ZJB,10.438284,0,SI
sub-NDARXU437UFZ,8.266712,0,SI
sub-NDARXU679ZE8,17.324320999999998,0,SI
